web_name,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
Leno,,,80201,0,0,0,0,1,1,5.3,9.6,11,Bernd,4.8,14,False,,,50,80201.jpg,3.9,Leno,5.5,False,,a,1,3,108,475574,1498,507293,424,1.0,21.6,2520,0,0,7,36,0,1,0,2,0,104,9,560,777.8,0.0,0.0,77.6
Özil,100,100,37605,0,0,-3,3,0,3,4.5,8.0,6,Mesut,4.0,15,False,,2019-12-20T10:30:11.550604Z,72,37605.jpg,2.9,Özil,1.5,False,,a,1,3,53,161679,1276,187603,485,0.6,7.4,1439,1,3,5,20,0,0,0,1,0,0,1,256,223.6,582.9,190.0,99.8
Mkhitaryan,0,0,57249,0,0,-2,2,0,3,0.0,0.0,0,Henrikh,0.0,16,False,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,57249.jpg,1.3,Mkhitaryan,0.7,False,,n,1,3,4,23018,6,116515,17,0.0,0.6,110,0,0,1,0,0,0,0,1,0,0,0,3,5.4,33.9,46.0,8.6
Xhaka,100,100,84450,0,0,-4,4,0,3,2.3,3.6,3,Granit,1.8,18,False,,2019-12-29T14:30:26.292159Z,51,84450.jpg,2.1,Xhaka,0.7,False,,a,1,3,47,51051,126,108440,136,0.4,9.2,1904,0,1,7,25,0,0,0,7,0,0,0,290,338.6,240.6,85.0,66.7
Torreira,0,0,198849,0,0,-3,3,0,3,0.0,0.0,0,Lucas,0.5,19,False,Ankle injury - Unknown return date,2020-03-02T23:00:14.662721Z,47,198849.jpg,1.8,Torreira,1.1,False,,i,1,3,44,93029,1,168287,723,0.1,9.4,1365,1,1,3,20,0,0,0,4,0,0,0,238,271.8,200.7,199.0,67.3
Guendouzi,,,242166,0,0,-2,2,0,3,0.7,0.4,0,Matteo,0.2,21,False,,,43,242166.jpg,2.0,Guendouzi,5.6,False,,a,1,3,44,907477,536,931033,1157,0.0,10.2,1588,0,2,3,27,0,0,0,6,0,0,2,252,320.0,231.5,146.0,69.8
David Luiz,100,100,41270,0,0,-3,3,2,2,4.7,8.4,7,David,4.2,106,False,,2019-11-28T23:00:21.861570Z,57,41270.jpg,3.2,Luiz Moreira Marinho,5.3,False,,a,1,3,79,241871,1222,525369,459,0.7,13.9,2185,2,1,6,32,0,0,0,4,1,0,10,413,567.4,104.5,171.0,84.5
Chambers,0,0,101184,0,0,-2,2,0,2,0.0,0.0,0,Calum,0.0,467,False,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,43,101184.jpg,3.0,Chambers,0.6,False,,i,1,3,42,140443,1,170875,93,0.0,9.8,1102,1,1,3,15,0,0,0,5,0,0,5,197,272.0,113.5,203.0,58.7
Ceballos,100,100,182539,0,0,-3,3,1,3,2.5,4.0,3,Daniel,2.0,469,False,,2019-11-06T17:30:16.584319Z,52,182539.jpg,2.5,Ceballos Fernández,3.1,False,,a,1,3,35,1006374,210,1139263,141,0.4,6.7,905,0,2,3,12,0,0,0,0,0,0,3,170,203.4,247.6,99.0,55.0
Cédric,0,0,58822,0,0,-2,2,0,2,0.0,0.0,0,Cédric,0.0,486,False,Knee injury - Expected back 14 Mar,2020-01-21T22:00:20.334842Z,48,58822.jpg,2.7,Soares,0.2,False,,i,1,3,43,21206,1,32939,85,0.0,9.0,1306,0,1,3,18,0,0,0,1,0,0,3,222,291.2,197.1,107.0,59.7
Pépé,100,100,195735,0,0,-3,3,2,3,6.7,12.4,3,Nicolas,6.2,488,False,,2019-12-11T12:30:12.556688Z,92,195735.jpg,3.7,Pépé,5.2,False,,a,1,3,88,551142,2065,547370,3884,0.7,9.6,1587,4,6,4,25,0,0,0,3,0,0,8,307,441.4,535.3,571.0,155.0
Nelson,100,100,200641,0,0,-2,2,0,3,0.7,0.4,1,Reiss,0.2,489,False,,2020-01-18T17:00:23.535651Z,53,200641.jpg,1.7,Nelson,0.1,False,,a,1,3,19,11960,15,18210,15,0.0,3.6,458,0,1,2,4,0,0,0,1,0,0,0,60,56.4,95.2,130.0,28.1
Willock,100,100,200089,0,0,-3,3,0,3,0.7,0.4,0,Joseph,0.2,490,False,,2019-09-07T11:30:17.190466Z,47,200089.jpg,1.2,Willock,0.2,False,,a,1,3,23,25741,22,31369,22,0.0,4.9,573,0,0,1,11,0,0,0,1,0,0,0,95,94.4,132.9,134.0,36.3
Martinelli,100,100,444145,0,0,0,0,0,4,0.5,0.0,0,Gabriel Teodoro,0.0,504,False,,2019-12-23T12:00:20.317919Z,45,444145.jpg,2.8,Martinelli Silva,2.9,False,,a,1,3,39,499766,412,393236,3142,0.0,8.7,656,3,1,2,9,0,0,0,1,0,0,5,129,162.8,36.6,226.0,42.5
Tierney,75,75,192895,0,0,-2,2,0,2,0.4,0.0,0,Kieran,0.0,515,False,Lack of match fitness - 75% chance of playing,2019-12-09T22:00:21.790216Z,53,192895.jpg,1.0,Tierney,0.3,False,,d,1,3,5,72032,9,109778,20,0.0,0.9,296,0,0,0,6,0,0,0,1,0,0,0,51,56.0,75.1,31.0,16.3
Saka,100,100,223340,0,0,1,-1,0,3,4.3,7.6,3,Bukayo,3.8,541,False,,2020-02-02T17:00:24.409161Z,46,223340.jpg,2.4,Saka,5.0,False,,a,1,3,43,502974,4520,139430,1209,0.8,9.3,1172,0,4,4,11,0,0,0,4,0,0,2,184,224.2,211.9,151.0,58.8
Smith Rowe,0,0,209289,0,0,-2,2,0,3,0.0,0.0,0,Emile,0.0,576,False,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.634861Z,43,209289.jpg,2.0,Smith Rowe,0.0,False,,n,1,3,4,5322,74,2986,58,0.0,0.9,96,0,0,1,0,0,0,0,0,0,0,0,13,9.8,6.3,0.0,1.6
Marí,100,100,92371,0,0,-2,2,0,2,2.3,3.6,7,Pablo,1.8,617,False,,2020-02-14T10:30:20.035710Z,48,92371.jpg,7.0,Marí,0.0,False,,a,1,3,7,5893,533,2886,25,0.4,1.5,90,0,0,1,0,0,0,0,0,0,0,1,28,24.0,1.6,0.0,2.6
El Mohamady,,,37339,0,0,-3,3,0,2,-1.0,-1.0,0,Ahmed,0.0,22,False,,,42,37339.jpg,1.7,El Mohamady,0.8,False,,a,2,7,19,72209,32,151876,105,0.0,4.5,701,0,1,1,24,0,0,0,0,0,0,5,154,170.2,218.9,46.0,43.6
Taylor,,,47390,0,0,-2,2,0,2,-1.0,-1.0,0,Neil,0.0,24,False,,,43,47390.jpg,1.7,Taylor,0.2,False,,a,2,7,17,21004,14,27325,20,0.0,4.0,793,0,0,2,19,0,0,0,2,0,0,0,113,115.8,31.6,27.0,17.5
Hause,100,100,123354,0,0,-1,1,0,2,-0.3,-0.3,0,Kortney,0.7,25,False,,2019-08-15T13:00:13.496241Z,44,123354.jpg,1.4,Hause,0.1,False,,a,2,7,15,2000,4,4920,7,0.2,3.4,990,0,0,1,24,0,0,0,2,0,0,0,121,232.8,21.2,50.0,30.4
Kodjia,0,0,54764,0,0,-1,1,0,4,0.0,0.0,0,Jonathan,0.0,26,False,Joined Al-Gharafa on a permanent deal on 20/1.,2020-01-08T20:30:20.825750Z,54,54764.jpg,0.8,Kodjia,0.1,False,,u,2,7,5,4221,1,27724,7,0.0,0.9,111,0,0,0,6,0,0,0,1,0,0,0,14,3.4,12.2,24.0,3.8
Nyland,100,100,98770,0,0,-2,2,0,1,-1.0,-1.0,0,Ørjan,0.0,27,False,,2019-07-30T15:00:08.973693Z,43,98770.jpg,1.0,Nyland,0.2,False,,a,2,7,3,18319,19,20045,38,0.0,0.7,177,0,0,0,8,0,0,0,0,0,8,0,34,57.0,0.0,0.0,5.8
Hourihane,100,100,85242,0,0,-3,3,2,3,-0.7,-0.7,0,Conor,0.3,28,False,,2019-12-15T13:00:22.404997Z,57,85242.jpg,3.0,Hourihane,0.1,False,,a,2,7,51,17696,4,28628,18,0.1,8.9,874,3,2,2,24,0,0,0,3,0,0,6,200,243.0,252.6,186.0,68.0
Grealish,100,100,114283,0,0,5,-5,3,3,1.3,1.3,0,Jack,2.3,29,False,,2019-10-26T18:30:22.524063Z,65,114283.jpg,4.6,Grealish,20.4,False,,a,2,7,116,2620381,5446,1571521,8111,0.4,17.8,2243,7,7,4,48,0,0,1,7,0,0,15,473,685.2,908.0,627.0,221.8
El Ghazi,100,100,193488,0,0,0,0,0,3,1.0,1.0,0,Anwar,2.0,30,False,,2020-02-22T17:30:19.276253Z,55,193488.jpg,3.2,El Ghazi,0.8,False,,a,2,7,78,255121,109,241471,153,0.4,14.2,1646,4,5,4,38,0,0,0,3,0,0,0,235,347.6,421.2,586.0,135.5
McGinn,0,0,122806,0,0,-1,1,0,3,0.0,0.0,0,John,0.0,31,False,Ankle injury - Expected back 14 Mar,2019-12-21T17:00:13.681907Z,54,122806.jpg,3.4,McGinn,2.6,False,,i,2,7,61,1283061,24,1338352,304,0.0,11.3,1537,3,2,3,30,0,0,0,2,0,0,4,253,386.4,375.3,375.0,113.5
Davis,100,100,221239,0,0,-2,2,0,3,-1.0,-1.0,0,Keinan,0.0,34,False,,2020-02-03T23:00:14.489212Z,43,221239.jpg,1.4,Davis,0.2,False,,a,2,7,10,21771,45,33621,29,0.0,2.3,106,0,1,0,1,0,0,0,0,0,0,0,29,18.8,25.9,87.0,13.0
Lansbury,100,100,40564,0,0,-1,1,0,3,-1.0,-1.0,0,Henri,0.0,35,False,,2019-11-08T18:00:15.526636Z,44,40564.jpg,1.2,Lansbury,0.4,False,,a,2,7,11,68876,10,65131,37,0.0,2.5,189,0,0,0,6,0,0,0,0,0,0,0,34,13.4,27.2,13.0,5.5
Jota,100,100,89274,0,0,-2,2,0,3,-1.0,-1.0,0,José Ignacio,0.0,36,False,,2019-10-17T13:00:14.384046Z,58,89274.jpg,1.9,Peleteiro Romallo,0.1,False,,a,2,7,15,14132,31,27030,15,0.0,2.6,310,0,1,2,4,0,0,0,0,0,0,0,41,42.6,56.1,51.0,14.9
Heaton,0,0,21205,0,0,-2,2,1,1,0.0,0.0,0,Tom,0.0,94,False,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,43,21205.jpg,3.0,Heaton,2.5,False,,i,2,7,59,293729,14,539956,493,0.0,13.7,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0.0,50.7
Drinkwater,100,100,61603,0,0,-1,1,0,3,-0.7,-0.7,0,Daniel,0.3,120,False,,2020-02-02T22:00:19.629488Z,44,61603.jpg,1.2,Drinkwater,0.6,False,,a,2,7,6,23872,22,137212,37,0.1,1.4,317,0,0,0,11,0,0,0,1,0,0,0,32,18.6,21.2,8.0,4.7
Targett,100,100,169359,0,0,-1,1,1,2,-0.3,-0.3,0,Matt,0.7,309,False,,2019-12-28T17:00:19.505846Z,44,169359.jpg,3.2,Targett,0.8,False,,a,2,7,60,156348,79,184771,178,0.2,13.6,1598,1,3,3,31,0,0,0,3,0,0,10,332,399.0,376.1,119.0,89.5
Wesley,0,0,213345,0,0,-5,5,1,4,0.0,0.0,0,Wesley,0.0,428,False,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,55,213345.jpg,3.2,Moraes,0.8,False,,i,2,7,67,403236,0,435628,103,0.0,12.2,1782,5,1,6,31,0,0,1,3,0,0,7,180,296.2,169.8,632.0,108.3
Steer,0,0,79852,0,0,-2,2,0,1,0.0,0.0,0,Jed,0.0,429,False,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,43,79852.jpg,1.0,Steer,0.1,False,,i,2,7,1,1205,0,6764,1,0.0,0.2,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
Mings,100,100,149484,0,0,0,0,0,2,-0.7,-0.7,0,Tyrone,0.3,445,False,,2020-02-16T16:00:24.633178Z,45,149484.jpg,2.5,Mings,2.6,False,,a,2,7,56,495662,125,478126,279,0.1,12.4,1912,2,1,3,38,0,0,0,5,0,0,5,362,564.4,73.1,108.0,74.6
Konsa,100,100,199798,0,0,-2,2,0,2,-0.7,-0.7,0,Ezri,0.3,452,False,,2020-02-01T17:30:19.744514Z,43,199798.jpg,2.0,Konsa Ngoyo,0.1,False,,a,2,7,30,6662,5,7629,22,0.1,7.0,1198,0,2,2,29,0,0,0,1,0,0,1,198,259.4,58.5,113.0,43.3
Engels,100,100,108156,0,0,-1,1,1,2,1.3,1.3,0,Bjorn,2.3,455,False,,2020-01-02T12:30:17.002224Z,44,108156.jpg,2.6,Engels,0.4,False,,a,2,7,42,97748,28,89911,38,0.5,9.5,1356,1,0,3,28,0,0,0,1,0,0,4,242,318.4,31.9,81.0,43.4
Guilbert,100,100,203368,0,0,-1,1,1,2,-1.0,-1.0,0,Frédéric,0.0,458,False,,2019-12-01T19:30:19.368861Z,44,203368.jpg,2.2,Guilbert,0.5,False,,a,2,7,48,98072,9,105498,63,0.0,10.9,1808,0,2,4,32,0,0,0,7,0,0,2,289,410.4,224.8,48.0,68.5
Trézéguet,100,100,148508,0,0,-3,3,0,3,0.0,0.0,0,Mahmoud Ahmed,1.0,465,False,,2019-08-31T16:30:09.941826Z,52,148508.jpg,2.4,Ibrahim Hassan,1.1,False,,a,2,7,58,151240,61,287429,174,0.2,11.2,1315,3,2,3,23,0,0,0,2,1,0,2,170,275.8,261.1,589.0,112.4
Douglas Luiz,,,230046,0,0,-1,1,0,3,0.3,0.3,0,Douglas Luiz,1.3,470,False,,,44,230046.jpg,2.8,Soares de Paulo,3.8,False,,a,2,7,69,748843,593,564328,1107,0.3,15.7,1621,3,2,5,36,0,0,0,4,0,0,5,288,372.0,198.0,338.0,90.9
Nakamba,100,100,184704,0,0,-1,1,0,3,-0.3,-0.3,0,Marvelous,0.7,491,False,,2020-01-18T19:30:18.468247Z,44,184704.jpg,1.6,Nakamba,0.7,False,,a,2,7,33,125673,23,105706,82,0.2,7.5,1536,0,0,1,31,0,0,0,4,0,0,0,233,266.2,155.4,24.0,44.5
Vassilev,,,223349,0,0,0,0,0,3,-1.0,-1.0,0,Indiana,0.0,600,False,,,45,223349.jpg,1.0,Vassilev,0.0,False,,a,2,7,2,606,9,295,9,0.0,0.4,36,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.3,4.0,0.7
Reina,,,8432,0,0,0,0,1,1,3.0,3.0,0,José,4.0,603,False,,,45,8432.jpg,3.6,Reina,0.5,False,,a,2,7,18,53389,269,17420,216,0.9,4.0,450,0,0,0,9,0,1,0,1,0,20,2,100,176.2,10.0,0.0,18.6
Samatta,,,217487,0,0,-1,1,0,4,0.3,0.3,0,Mbwana,1.3,613,False,,,59,217487.jpg,4.0,Samatta,0.2,False,,a,2,7,12,33502,189,17321,240,0.2,2.0,262,1,0,0,6,0,0,0,0,0,0,2,40,47.0,49.8,156.0,25.3
Bastón,,,83091,0,0,0,0,0,4,-0.3,-0.3,0,Borja,0.7,623,False,,,55,83091.jpg,1.0,González Tomás,0.0,False,,a,2,7,2,379,4,166,8,0.1,0.4,16,0,0,0,2,0,0,0,0,0,0,0,5,0.2,1.7,2.0,0.4
Steve Cook,25,100,56917,0,0,0,0,2,2,0.1,-0.5,1,Steve,0.5,58,False,Hamstring injury - 25% chance of playing,2020-03-07T15:00:16.074263Z,50,56917.jpg,2.1,Cook,0.2,False,,d,3,91,46,41004,7,47720,85,0.1,9.2,1848,1,0,3,36,0,0,0,4,1,0,5,311,479.2,38.3,112.0,63.2
Aké,100,100,126184,0,0,-2,2,1,2,0.8,-0.2,1,Nathan,0.8,59,False,,2020-02-22T17:30:19.367467Z,48,126184.jpg,2.9,Aké,6.5,False,,a,3,91,67,562928,966,1305201,594,0.2,14.0,2014,2,1,3,33,0,0,0,1,0,0,6,403,558.4,78.6,296.0,93.3
Daniels,0,0,41320,0,0,-3,3,0,2,0.0,0.0,0,Charlie,0.0,60,False,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,42,41320.jpg,1.5,Daniels,0.1,False,,i,3,91,3,3303,1,17157,5,0.0,0.7,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0.0,5.2
Mepham,0,0,223911,0,0,-2,2,1,2,0.0,0.0,0,Chris,0.0,61,False,Knee injury - Expected back 11 Apr,2020-01-10T17:00:16.673521Z,43,223911.jpg,2.4,Mepham,0.6,False,,i,3,91,26,94659,1,122050,59,0.0,6.0,901,1,0,1,19,0,0,0,1,0,0,2,161,268.6,16.5,136.0,42.2
Francis,100,100,15149,0,0,-1,1,0,2,0.0,-1.0,0,Simon,0.0,62,False,,2019-12-26T17:00:15.517956Z,44,15149.jpg,1.1,Francis,0.0,False,,a,3,91,16,4798,13,4093,17,0.0,3.6,964,0,0,1,21,0,0,0,3,1,0,1,161,263.8,64.4,72.0,40.2
Adam Smith,100,100,54469,0,0,-2,2,1,2,0.5,-0.5,1,Adam,0.5,63,False,,2019-11-30T15:00:18.860871Z,43,54469.jpg,2.2,Smith,0.4,False,,a,3,91,39,61820,68,135238,41,0.1,9.1,1557,0,1,3,27,0,0,0,6,0,0,3,231,237.8,141.5,93.0,47.2
Rico,100,100,171129,0,0,2,-2,1,2,0.2,-0.8,0,Diego,0.2,65,False,,2019-12-21T17:00:13.810253Z,42,171129.jpg,2.9,Rico,9.6,False,,a,3,91,61,1338610,334,1055333,4580,0.0,14.5,1793,0,3,5,27,0,0,0,6,0,0,5,335,431.4,402.8,73.0,91.1
Simpson,,,222434,0,0,0,0,0,2,0.2,-0.8,1,Jack,0.2,66,False,,,40,222434.jpg,1.0,Simpson,6.8,False,,a,3,91,4,401482,306,466379,735,0.0,1.0,238,0,0,0,6,0,0,0,0,0,0,0,33,34.8,12.7,18.0,6.5
Callum Wilson,100,100,75115,0,0,-6,6,1,4,4.0,3.0,5,Callum,4.0,67,False,,2019-12-07T17:00:19.209039Z,74,75115.jpg,3.4,Wilson,4.6,False,,a,3,91,95,874480,3344,1726615,376,0.5,12.8,2346,8,3,3,46,0,0,0,8,0,0,8,292,374.8,343.3,683.0,139.4
King,75,100,78007,0,0,-4,4,1,4,2.1,1.8,0,Joshua,2.8,68,False,Hamstring injury - 75% chance of playing,2020-03-07T14:30:16.498010Z,61,78007.jpg,3.6,King,3.3,False,,d,3,91,69,629391,79,1670995,526,0.5,11.3,1461,4,3,3,22,0,0,0,0,0,0,8,227,318.2,308.8,394.0,102.2
Solanke,100,100,154566,0,0,-3,3,0,4,0.8,-0.2,1,Dominic,0.8,69,False,,2019-11-24T12:00:21.142150Z,52,154566.jpg,1.7,Solanke,0.3,False,,a,3,91,41,31853,23,51517,58,0.2,7.9,1176,0,2,1,25,0,0,0,1,0,0,0,77,109.4,161.2,389.0,66.0
Surridge,100,100,217331,0,0,-2,2,0,4,0.0,-1.0,0,Sam,0.0,71,False,,2019-08-07T20:00:14.104634Z,43,217331.jpg,1.0,Surridge,0.6,False,,a,3,91,1,60788,76,86663,150,0.0,0.2,15,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3
Travers,,,229600,0,0,-3,3,0,1,0.0,-1.0,0,Mark,0.0,74,False,,,42,229600.jpg,1.0,Travers,0.2,False,,a,3,91,1,5257,6,13679,26,0.0,0.2,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0.0,0.0,1.5
Fraser,100,100,90105,0,0,-7,7,0,3,2.5,1.5,2,Ryan,2.5,75,False,,2019-11-29T10:30:15.625182Z,68,90105.jpg,2.6,Fraser,2.6,False,,a,3,91,73,148749,342,1129227,190,0.4,10.7,2061,1,5,4,34,0,0,0,2,0,0,2,305,355.6,627.1,440.0,141.9
Stanislas,100,100,56872,0,0,-1,1,0,3,1.2,0.2,2,Junior,1.2,77,False,,2020-01-12T20:00:12.983134Z,59,56872.jpg,1.3,Stanislas,0.0,False,,a,3,91,8,1060,18,1118,10,0.2,1.4,221,0,0,0,7,0,0,0,0,0,0,0,31,25.4,37.4,52.0,11.5
Ibe,100,100,103912,0,0,-4,4,0,3,0.0,-1.0,0,Jordon,0.0,78,False,,2020-01-21T01:00:16.756052Z,46,103912.jpg,1.0,Ibe,0.1,False,,a,3,91,2,7276,14,23680,20,0.0,0.4,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2
Lewis Cook,100,75,155408,0,0,0,0,0,3,1.0,0.0,2,Lewis,1.0,79,False,,2020-02-29T17:30:25.441741Z,50,155408.jpg,1.6,Cook,0.0,False,,a,3,91,32,6241,25,5484,15,0.2,6.4,1000,0,1,2,19,0,0,0,3,0,0,0,147,151.4,124.6,44.0,31.9
Surman,100,100,15237,0,0,-3,3,0,3,0.8,-0.2,0,Andrew,0.8,80,False,,2019-12-20T11:00:16.393267Z,47,15237.jpg,1.2,Surman,0.0,False,,a,3,91,6,1450,6,4256,4,0.2,1.3,234,0,0,0,6,0,0,0,1,0,0,0,28,23.6,25.5,8.0,5.6
Gosling,100,100,40387,0,0,-1,1,0,3,1.5,0.5,1,Dan,1.5,81,False,,2019-07-30T10:30:13.907385Z,49,40387.jpg,2.4,Gosling,0.1,False,,a,3,91,39,13555,15,10596,43,0.3,8.0,878,2,1,1,16,0,0,0,1,0,0,1,127,226.2,71.8,182.0,47.8
Lerma,100,100,152551,0,0,-2,2,0,3,3.0,2.0,5,Jefferson,3.0,82,False,,2020-02-22T17:30:19.416565Z,48,152551.jpg,2.0,Lerma,0.1,False,,a,3,91,48,12440,328,20718,34,0.6,10.0,1942,1,2,3,33,0,0,0,9,1,0,2,282,339.8,140.2,81.0,55.8
Stacey,100,100,154131,0,0,-2,2,0,2,1.8,0.8,1,Jack,1.8,446,False,,2019-12-28T15:00:27.078393Z,43,154131.jpg,2.5,Stacey,0.1,False,,a,3,91,30,7763,60,13285,14,0.4,7.0,1066,0,2,1,19,0,0,0,2,0,0,4,185,256.6,112.9,74.0,44.4
Billing,75,100,168991,0,0,0,0,1,3,1.5,1.0,2,Philip,2.0,476,False,Back injury - 75% chance of playing,2020-03-07T18:00:22.694457Z,50,168991.jpg,2.2,Billing,0.2,False,,d,3,91,60,27089,50,24805,251,0.4,12.0,2162,1,1,5,36,0,0,0,7,0,0,5,314,503.8,203.8,291.0,100.0
Danjuma,0,0,220307,0,0,-2,2,0,3,0.0,0.0,0,Arnaut,0.0,492,False,Foot injury - Expected back 04 Apr,2019-12-15T13:00:23.507388Z,58,220307.jpg,2.0,Danjuma Groeneveld,0.0,False,,i,3,91,18,1085,2,4886,3,0.0,3.1,405,0,1,2,6,0,0,0,0,0,0,0,55,45.4,39.8,120.0,20.5
Ramsdale,100,100,225321,0,0,1,-1,3,1,2.2,1.2,2,Aaron,2.2,494,False,,2020-01-12T14:00:23.328650Z,46,225321.jpg,3.4,Ramsdale,3.5,False,,a,3,91,96,659944,704,442699,834,0.5,20.9,2520,0,1,4,44,0,0,0,0,0,102,10,520,759.0,10.0,0.0,76.9
Harry Wilson,100,0,153682,0,0,-2,2,2,3,1.8,0.0,0,Harry,1.8,505,False,,2020-03-01T19:00:16.835481Z,58,153682.jpg,3.7,Wilson,1.8,False,,a,3,91,84,630640,421,609715,936,0.3,14.5,1432,7,1,2,28,0,0,0,1,0,0,7,280,360.2,228.4,543.0,113.1
